KODE KPI,NAMA UNIT,KATEGORI UNIT,BOBOT,TARGET BULANAN,TARGET TAHUNAN,REALISASI,ACH BULANAN,KPI BULANAN,ACH TAHUNAN,KPI TAHUNAN
I. NSBH TAHUNAN,17012:UPC BRI UNIT RAWA BENING BATURAJA,COLO,5,174.53255248660594,438.50253851749176,140,0.8021426261484599,4.0107131307423,0.3192683911781173,1.5963419558905865
Z. TE SINERGI HOLDING,10520:CP MUARAENIM,REGULAR,1.5,340.876071010341,599.618997649971,637.0392,1.8688293317622595,1.6500000000000001,1.0624066323727008,1.5936099485590511
O. LAR NON GADAI,10736:UPC TALANG BAKUNG,GADAI,2,25.46167309244847,28.301157199710747,35.56625716241057,0.7158940839959544,1.4317881679919089,0.7957305451196536,1.5914610902393072
M. NPL EMAS,10504:UPC PASAR 26 ILIR,GADAI,2.5,1.3682154956586647,1.4624450992417786,2.29749986593192,0.5955236454839505,1.4888091137098765,0.6365376211452254,1.5913440528630636
U. NASABAH TRING,60725:UPS SIMPANG MAYANG,GADAI,5,151.279452077928,1844.85704828589,587,3.8802361585605225,5.5,0.3181818344924875,1.5909091724624376
U. NASABAH TRING,10638:UPC SAKO,REGULAR,5,177.599789911006,2165.83428675187,689,3.8795090937058707,5.5,0.3181222147116815,1.5906110735584076
T. G24,10601:CP KEDATON,CP,5,4045.9719894720743,54511.022199719104,17339,4.285496796596069,5.5,0.31808245929553214,1.5904122964776608
U. NASABAH TRING,10688:UPC RAWA MAKMUR,GADAI,5,107.796647650331,1314.58306113418,418,3.8776716077099316,5.5,0.3179715396905868,1.589857698452934
R.DEPOSITO EMAS,10543:CP PANGKAL PINANG,REGULAR,2.5,2291.49741845735,3391.18552895824,2156,0.9408694867530911,2.352173716882728,0.6357658646480234,1.5894146616200586
T. G24,10666:UPC ANGKATAN 66,GADAI,5,263.43265457623,3549.204818793,1127.5,4.280031273320116,5.5,0.31767679172244445,1.5883839586122224
O. LAR NON GADAI,10618:UPC MASKAREBET,GADAI,2,24.74583071108318,25.519716236586625,32.155866149761856,0.7695588293542653,1.5391176587085307,0.7936255275392612,1.5872510550785224
U. NASABAH TRING,10729:CP JAMBI,CP,5,1304.0270520216789,15902.645501640252,5047,3.8703184816415113,5.5,0.3173685786732425,1.5868428933662124
T. G24,10509:UPC TAMAN BUKIT SIGUNTANG,GADAI,5,87.4605666561841,1178.34846682103,373.5,4.270495999280046,5.5,0.31696905500936845,1.5848452750468423
V. OSL TRING,10783:CP JAKABARING,CP,5,4291202912.9987335,9816230500.948486,3106212540,0.7238558984453497,3.6192794922267484,0.31643638968134097,1.5821819484067048
V. OSL TRING,10662:CP SEKIP,REGULAR,5,902109316.571725,2063596890.67534,652701990,0.7235287098912306,3.617643549456153,0.3162933579466649,1.5814667897333246
X. DISBURS BRI,10697:UPC PADANG HARAPAN,GADAI,2,78.07,78.07,61.72660302120683,0.790657141298922,1.581314282597844,0.790657141298922,1.581314282597844
R.DEPOSITO EMAS,10641:UPC LEBONG SIARANG,GADAI,2.5,369.63059473546,547.01607509162,346,0.9360697002033282,2.3401742505083205,0.6325225450496099,1.5813063626240247
V. OSL TRING,10688:UPC RAWA MAKMUR,GADAI,5,332289790.697648,760120936.886818,240385750,0.7234220151492048,3.617110075746024,0.3162467159298803,1.5812335796494015
O. LAR NON GADAI,60693:DURIAN PAYUNG,REGULAR,2,13.091586828787019,12.670343813949694,16.038528031470918,0.8162586244260452,1.6325172488520905,0.7899941808305508,1.5799883616611017
O. LAR NON GADAI,10556:CP KOTABUMI,CP,2,8.643488378462894,8.851381670400164,11.235104829842255,0.7693286808952945,1.538657361790589,0.7878325840707301,1.5756651681414602
U. NASABAH TRING,10602:UPC NATAR,REGULAR,5,159.260583796643,1942.18716749457,612,3.842758737977828,5.5,0.3151086621530317,1.5755433107651584
L. NPL NON GADAI,10721:UPC SIMPANG PERIUK,GADAI,2,3.00917120636323,2.33185674790079,2.9604378066718553,1.0164615515926547,2.0329231031853094,0.7876729389975868,1.5753458779951737
R.DEPOSITO EMAS,17126:UPC BRI UNIT TAMBANG EMAS,COLO,2.5,96.8224537926709,143.287485962335,90,0.9295364502196976,2.3238411255492437,0.6281078867114583,1.570269716778646
R.DEPOSITO EMAS,10526:CP LAHAT,CP,2.5,2385.09196980771,3529.6960442100253,2217,0.9295239043460191,2.3238097608650476,0.6280994091932306,1.5702485229830765
Y. OSL SINERGI HOLDING,10564:CP METRO,CP,1.5,402208408.6608252,907416974.5818281,949641405,2.361068004922828,1.6500000000000001,1.0465325551548454,1.569798832732268
V. OSL TRING,10697:UPC PADANG HARAPAN,GADAI,5,440402351.882236,1007431036.67751,315946300,0.7174037528402762,3.5870187642013813,0.31361580941757106,1.5680790470878554
X. DISBURS BRI,10623:UPC SEGARAN,GADAI,2,78.07,78.07,61.13748602328457,0.783111131334502,1.566222262669004,0.783111131334502,1.566222262669004
O. LAR NON GADAI,60705:UPS A YANI,GADAI,2,18.247699892780382,16.804989275109524,21.459524168340458,0.8503310581183097,1.7006621162366193,0.7831016728647769,1.5662033457295539
T. G24,10686:UPC DAYA MURNI,REGULAR,5,80.0966929998216,1079.13564938127,338,4.219899565650643,5.5,0.3132136355552656,1.566068177776328
R.DEPOSITO EMAS,10730:UPC SELINCAH,GADAI,2.5,344.221696256789,509.413462872381,319,0.9267283366183471,2.3168208415458675,0.6262103836072278,1.5655259590180695
U. NASABAH TRING,10792:UPC SIMPANG TIMBANGAN,REGULAR,5,113.664838470916,1386.14580840315,434,3.818243230170514,5.5,0.3130983749104801,1.5654918745524005
U. NASABAH TRING,10605:UPC TJ SENANG,GADAI,5,124.709259236071,1520.83282116637,476,3.8168777756826047,5.5,0.3129864067734559,1.5649320338672794
U. NASABAH TRING,10578:UPC AIR RAYA,GADAI,5,76.264356814189,930.045913500333,291,3.8156750041043996,5.5,0.3128877787385663,1.5644388936928317
U. NASABAH TRING,10689:UPC SAWAH LEBAR,GADAI,5,90.9889546577346,1109.61278620983,347,3.81364970402485,5.5,0.31272170284308676,1.5636085142154337
O. LAR NON GADAI,60699:UPS CIDAWANG MARTAPU,GADAI,2,12.73606990456323,12.665680021922872,16.202314707046835,0.7860648391815251,1.5721296783630503,0.7817204054439344,1.5634408108878688
I. NSBH TAHUNAN,17124:UPC BRI UNIT PASAR RENGAS JAMBI,COLO,5,406.5566907583674,742.914138266426,232,0.5706461245718047,2.853230622859024,0.3122837324665364,1.561418662332682
I. NSBH TAHUNAN,17318:UPC BRI UNIT BABAT TOMAN,COLO,5,182.4806671937705,358.87684142346166,112,0.6137636480749531,3.0688182403747657,0.31208477971372933,1.5604238985686467
U. NASABAH TRING,10518:UPC PADANG SELASA,REGULAR,5,98.5473108067616,1201.78714580366,375,3.805278874989557,5.5,0.3120352895347618,1.560176447673809
V. OSL TRING,10773:UPC MUARA BULIAN,REGULAR,5,686104629.011078,1569480941.0525,489570100,0.7135502069205473,3.567751034602736,0.3119312169994829,1.5596560849974144
U. NASABAH TRING,10677:UPC GUNUNG IBUL,GADAI,5,120.959480835323,1475.10417119369,460,3.8029263752070372,5.5,0.3118423830553993,1.5592119152769965
T. G24,10605:UPC TJ SENANG,GADAI,5,284.801661308114,3837.1075535076,1196.5,4.201169313775741,5.5,0.31182341993678236,1.5591170996839119
P. LAR EMAS,10563:UPC SOEKARNO HATTA,REGULAR,2.5,13.253511965361684,14.640342996328275,23.498020552679645,0.5640267415567602,1.4100668538919006,0.6230457992623866,1.5576144981559663
R.DEPOSITO EMAS,10686:UPC DAYA MURNI,REGULAR,2.5,274.711424880042,406.545257781636,253,0.9209664290827267,2.302416072706817,0.6223169380465179,1.5557923451162947
R.DEPOSITO EMAS,10697:UPC PADANG HARAPAN,GADAI,2.5,641.769883578067,949.754830435853,591,0.920890828820123,2.3022270720503073,0.6222658533137269,1.5556646332843171
T. G24,10637:CP KENTEN,REGULAR,5,439.792089969001,5925.27986895164,1843,4.190616525481177,5.5,0.3110401602559377,1.5552008012796885
R.DEPOSITO EMAS,10520:CP MUARAENIM,REGULAR,2.5,664.944461769025,984.050873524479,612,0.9203776182627779,2.3009440456569448,0.6219190658385977,1.5547976645964943
M. NPL EMAS,10515:UPC 36 ILIR,GADAI,2.5,1.4847062614778008,1.606557330444981,2.5835889077852565,0.57466815134709,1.436670378367725,0.6218316410957881,1.5545791027394704
X. DISBURS BRI,10696:UPC LINGKAR BARAT,GADAI,2,78.07,78.07,60.65844398754279,0.7769750734922863,1.5539501469845727,0.7769750734922863,1.5539501469845727
U. NASABAH TRING,10778:UPC BANGKO,REGULAR,5,111.61825127541,1361.18762167852,423,3.7897028054693127,5.5,0.31075804192105894,1.5537902096052947
U. NASABAH TRING,60720:UPS KAMPUNG SOLOK,REGULAR,5,59.644367335565,727.364688053521,226,3.7891256139662284,5.5,0.31071071185046373,1.5535535592523186
U. NASABAH TRING,10551:UPC MENTOK,REGULAR,5,142.0883724828,1732.77158169064,538,3.786375975733874,5.5,0.3104852397654636,1.552426198827318
V. OSL TRING,10742:UPC HANDIL JAYA,REGULAR,5,798400376.2389,1826360180.14079,566946970,0.7101035857106814,3.550517928553407,0.3104245132831878,1.552122566415939
U. NASABAH TRING,60698:CPS BATURAJA,REGULAR,5,159.829326860759,1949.12300468915,604,3.7790311194027364,5.5,0.3098829568718405,1.5494147843592023
R.DEPOSITO EMAS,10662:CP SEKIP,REGULAR,2.5,500.153077634303,740.176212059279,457,0.9137202597284522,2.28430064932113,0.6174205446680849,1.5435513616702123
G. NSBH BARU,10538:UPC BELITANG,REGULAR,5,44.3834470859237,629.2074,194,4.3709989362571955,21.854994681285977,0.3083244094077724,1.541622047038862
I. NSBH TAHUNAN,17111:UPC BRI UNIT SEPUTIH MATARAM,COLO,5,239.22998659086034,438.03327354552545,135,0.5643105278055373,2.8215526390276864,0.30819576537481747,1.5409788268740874
V. OSL TRING,10735:UPC PASAR JAMBI,GADAI,5,613594202.004147,1403611584.68482,432320000,0.7045698909604072,3.522849454802036,0.3080054373426087,1.5400271867130435
U. NASABAH TRING,17352:BRI UNIT GUNUNG SUGIH,COLO,5,9.0614868933407,110.505080058846,34,3.752143594114411,5.5,0.30767816268622555,1.5383908134311277
I. NSBH TAHUNAN,17117:UPC BRI UNIT SUKARAJA,COLO,5,339.1875560380992,630.958621463587,194,0.5719549451224825,2.859774725612412,0.30746865705708704,1.5373432852854352
L. NPL NON GADAI,10630:UPC KEDAMAIAN,REGULAR,2,2.0639939592730676,1.7446224413356752,2.2702129967045344,0.9091631323885395,1.818326264777079,0.7684840338189359,1.5369680676378719
I. NSBH TAHUNAN,17436:BRI UNIT SUMUR BATU,COLO,5,382.0568999566075,764.566707391699,235,0.6150916264741989,3.0754581323709944,0.30736363188203275,1.5368181594101638
X. DISBURS BRI,10637:CP KENTEN,REGULAR,2,78.07,78.07,59.8934569014788,0.7671763404826285,1.534352680965257,0.7671763404826285,1.534352680965257
T. G24,10664:UPC SIMPANG POLDA,REGULAR,5,436.057942498491,5874.97003087276,1802.5,4.133624971195744,5.5,0.30681007571577834,1.5340503785788917
V. OSL TRING,10591:CP BANDARJAYA,REGULAR,5,842310855.494903,1926806463.97378,590204950,0.7006973092531531,3.5034865462657656,0.30631252335679915,1.5315626167839957
T. G24,10729:CP JAMBI,CP,5,2149.772382656391,28963.69287287538,8871,4.126483376364918,5.5,0.3062800050717196,1.531400025358598
Z. TE SINERGI HOLDING,10687:CP BENGKULU,CP,1.5,3186.9172203689573,5605.955570912146,5720.361900000001,1.794951517233868,1.6500000000000001,1.0204079978231508,1.5306119967347263
R.DEPOSITO EMAS,17057:UPC BRI UNIT SOEKARNO HATTA,COLO,2.5,164.518097592297,243.470224890031,149,0.9056754374175088,2.2641885935437718,0.6119844842107461,1.5299612105268654
T. G24,10661:UPC SIMPUR CENTER,REGULAR,5,75.2763116676598,1014.19107870893,310,4.118161386129419,5.5,0.30566232193112114,1.5283116096556058
R.DEPOSITO EMAS,10649:UPC SUKAMAJU,GADAI,2.5,391.769019330361,579.77871515198,354,0.9035936547639258,2.2589841369098145,0.6105777786395701,1.526444446598925
U. NASABAH TRING,10507:UPC OPI RAYA,GADAI,5,66.0890652224525,805.95795473572,246,3.7222496516174988,5.5,0.3052268403761401,1.5261342018807005
V. OSL TRING,10696:UPC LINGKAR BARAT,GADAI,5,348293423.035829,796729633.112335,243143850,0.6981006068983041,3.4905030344915207,0.30517736493644126,1.5258868246822064
L. NPL NON GADAI,10787:UPC PASAR 7 ULU,GADAI,2,5.493543955417559,4.824463452575702,6.331164246047338,0.867698853152843,1.735397706305686,0.7620183689891954,1.5240367379783908
O. LAR NON GADAI,10549:UPC TOBOALI,REGULAR,2,7.4954693287361165,8.69584113139287,11.412807618147374,0.656759456526513,1.313518913053026,0.7619370642475137,1.5238741284950275
R.DEPOSITO EMAS,10776:UPC KUALA TUNGKAL,REGULAR,2.5,407.277440488987,602.72961746874,367,0.9011056432670836,2.252764108167709,0.608896575451652,1.52224143862913
U. NASABAH TRING,10694:UPC PANORAMA,REGULAR,5,171.782182132351,2094.88840106023,637,3.70818435353917,5.5,0.3040734769821687,1.5203673849108434
U. NASABAH TRING,10582:CP TELUK BETUNG,CP,5,968.6227498534423,11812.380879570246,3591,3.707325685405734,5.5,0.30400306564874724,1.520015328243736
M. NPL EMAS,10677:UPC GUNUNG IBUL,GADAI,2.5,1.3852734575174295,1.4521033776999985,2.388884716029114,0.5798829253761891,1.4497073134404728,0.6078582896682159,1.5196457241705397
L. NPL NON GADAI,10735:UPC PASAR JAMBI,GADAI,2,3.5484849700909114,3.1780249960748708,4.184395069602446,0.8480281883201933,1.6960563766403867,0.7594944892182016,1.5189889784364032
V. OSL TRING,17125:UPC BRI UNIT SUNGAI BAHAR I,COLO,5,59319623.0656642,135695073.164235,41212800,0.6947582919463134,3.4737914597315673,0.3037162591018995,1.5185812955094975
V. OSL TRING,10543:CP PANGKAL PINANG,REGULAR,5,2063543832.99882,4720406451.10673,1433340650,0.6946015040140994,3.473007520070497,0.3036477186543849,1.5182385932719245
R.DEPOSITO EMAS,17465:BRI UNIT GUNUNG MEGANG,COLO,2.5,144.780441663368,214.26048080627,130,0.8979113373770864,2.244778343442716,0.6067381138640465,1.5168452846601164
Y. OSL SINERGI HOLDING,60711:UPS TEGAL REJO,REGULAR,2.5,65701167.2018124,148227518.582384,89920000,1.368621043273026,2.75,0.6066349950398919,1.5165874875997298
I. NSBH TAHUNAN,17352:BRI UNIT GUNUNG SUGIH,COLO,5,217.5399072447543,415.4461085771883,126,0.5792040715464557,2.8960203577322785,0.3032884347659973,1.5164421738299865
U. NASABAH TRING,10744:UPC SIMPANG KAWAT,GADAI,5,72.2632027145908,881.251730017178,267,3.6948265503057964,5.5,0.3029781286157537,1.5148906430787683
U. NASABAH TRING,17113:UPC BRI UNIT KALIREJO,COLO,5,13.5391515485879,165.110322777719,50,3.692993598643548,5.5,0.30282782541290815,1.5141391270645408
O. LAR NON GADAI,10594:UPC GUNUNG SUGIH,GADAI,2,24.466169577974068,24.496849140990893,32.422470002561695,0.7546053578287218,1.5092107156574437,0.7555516016841222,1.5111032033682443
V. OSL TRING,10752:CP SIPIN,CP,5,3147421009.8261476,7199801720.490371,2175715600,0.6912693259679864,3.456346629839932,0.30219104420723053,1.5109552210361525
D.0SL GROSS,17409:BRI UNIT TANJUNG BARU,COLO,5,1732398005.9587479,1999999999.999998,603848370,0.3485621479146282,1.742810739573141,0.3019241850000003,1.5096209250000014
X. DISBURS BRI,10620:UPC TALANG KELAPA,GADAI,2,78.07,78.07,58.91082803274491,0.7545898300594968,1.5091796601189935,0.7545898300594968,1.5091796601189935
R.DEPOSITO EMAS,10564:CP METRO,CP,2.5,2238.072024596936,3312.121323570533,1999,0.8931794768133114,2.2329486920332786,0.603540693323709,1.5088517333092724
U. NASABAH TRING,10546:UPC PANGKAL BALAM,GADAI,5,88.1389983625183,1074.85749138084,324,3.6760118224554637,5.5,0.3014353089578099,1.5071765447890495
U. NASABAH TRING,10765:UPC RIMBO BUJANG,REGULAR,5,84.8850973890377,1035.17608017202,312,3.6755568362025883,5.5,0.3013979997955068,1.506989998977534
X. DISBURS BRI,10617:UPC PASAR KM 7,GADAI,2,78.07,78.07,58.8093970623667,0.7532905989799757,1.5065811979599515,0.7532905989799757,1.5065811979599515
Z. TE SINERGI HOLDING,10519:UPC A RIVAI,GADAI,1.5,263.891712362856,464.199448163523,466.1668,1.7665079203359444,1.6500000000000001,1.0042381606532715,1.5063572409799073
V. OSL TRING,10546:UPC PANGKAL BALAM,GADAI,5,367248592.132504,840090041.093459,252882150,0.688585757488104,3.44292878744052,0.3010179119262612,1.505089559631306
U. NASABAH TRING,10591:CP BANDARJAYA,CP,5,660.4422049479703,8054.11072057621,2422,3.667239891476659,5.5,0.30071600503484563,1.5035800251742282
Z. TE SINERGI HOLDING,10714:UPC MANNA,REGULAR,1.5,257.594903180039,453.123028515165,454.0842,1.762784101681663,1.6500000000000001,1.002121215264615,1.5031818228969227
U. NASABAH TRING,10591:CP BANDARJAYA,REGULAR,5,212.034075762017,2585.76134282161,777,3.6645053263612684,5.5,0.30049176895503027,1.5024588447751515
U. NASABAH TRING,60722:CPS JELUTUNG,CPS,5,953.5506336705348,11628.576011224375,3494,3.664199756808327,5.5,0.3004667120572157,1.5023335602860786
L. NPL NON GADAI,10649:UPC SUKAMAJU,GADAI,2,10.39981569329147,9.159234097899702,12.194676948498715,0.8528160062962381,1.7056320125924762,0.75108460327252,1.50216920654504
L. NPL NON GADAI,10549:UPC TOBOALI,REGULAR,2,1.784967849010012,1.6745985130026262,2.230903415413127,0.8001098732817462,1.6002197465634924,0.7506369399199282,1.5012738798398564
U. NASABAH TRING,60718:UPS TIMUR INDAH,REGULAR,5,74.5573408301135,909.228806969989,273,3.6616112774469562,5.5,0.30025445510220283,1.5012722755110142
U. NASABAH TRING,10583:UPC PANJANG,GADAI,5,167.819566039721,2046.5641896242,614,3.6586913819969786,5.5,0.3000150218170023,1.5000751090850115
P. LAR EMAS,60705:UPS A YANI,GADAI,2.5,8.946307052197874,9.92087970263717,16.540824721214953,0.5408622123129996,1.352155530782499,0.5997814419684185,1.4994536049210463
R.DEPOSITO EMAS,10752:CP SIPIN,REGULAR,2.5,641.270353562629,949.015576293129,569,0.887301271357509,2.2182531783937725,0.5995686627426324,1.498921656856581
R.DEPOSITO EMAS,10702:UPC PASAR ATAS,GADAI,2.5,73.2943355260112,108.468239147198,65,0.8868352449546713,2.217088112386678,0.5992537586213698,1.4981343965534244
V. OSL TRING,17467:BRI UNIT BATUMARTA,COLO,5,59613718.029082,136367822.50949,40836200,0.685013472571505,3.425067362857525,0.29945627383731344,1.4972813691865672
S.TABUNGAN EMAS,17417:BRI UNIT PAGAR DEWA,COLO,2.5,298.31382613428,368.07918251466,220.069,0.737709689328782,1.8442742233219551,0.5978849401276178,1.4947123503190447
V. OSL TRING,10503:CP PALEMBANG,CP,5,8647603465.145674,19781602179.084797,5912650560,0.6837328496653492,3.418664248326746,0.2988964446090964,1.4944822230454822
O. LAR NON GADAI,00708:AREA LAMPUNG,AREA,2,9.538636377633521,10.153939103934615,13.619414380417764,0.7003705233720139,1.4007410467440278,0.7455488775298686,1.4910977550597373
I. NSBH TAHUNAN,17114:UPC BRI UNIT PAGELARAN,COLO,5,325.1911892503833,603.7191976211933,180,0.553520531767568,2.76760265883784,0.2981518572032257,1.4907592860161283
O. LAR NON GADAI,10758:UPC PATTIMURA,REGULAR,2,11.749169423957193,12.810628382335084,17.202353201071773,0.6829978019068446,1.3659956038136891,0.7447020900336433,1.4894041800672866
L. NPL NON GADAI,10718:CP LUBUK LINGGAU,CP,2,2.1926979733893104,1.9221002835202932,2.581330841906006,0.8494447661618855,1.698889532323771,0.7446160144668053,1.4892320289336105
M. NPL EMAS,10672:UPC POLIGON,GADAI,2.5,1.0572528628817015,1.1378245840570471,1.9115898164269365,0.5530751700999716,1.3826879252499291,0.595224233922642,1.488060584806605
O. LAR NON GADAI,10650:CP TANJUNG KARANG PUSAT,CP,2,7.489937890739633,8.165424500193241,10.977595238000832,0.682293136916902,1.364586273833804,0.7438263411213434,1.4876526822426868
L. NPL NON GADAI,10791:UPC PASAR INDRALAYA,GADAI,2,2.6482186556683276,2.263556140297594,3.0443311772394197,0.8698852067959687,1.7397704135919374,0.7435315044633785,1.487063008926757
V. OSL TRING,10622:UPC CELENTANG,REGULAR,5,774616711.119015,1771954470.66782,526973020,0.6803016413610962,3.401508206805481,0.297396478703763,1.4869823935188151
G. NSBH BARU,10564:CP METRO,REGULAR,5,186.286218745335,2640.9095,785,4.213945643897278,21.069728219486393,0.2972460813216053,1.4862304066080265
O. LAR NON GADAI,60723:UPS TALANG BANJAR,GADAI,2,7.406765519693051,8.027889187498868,10.804355941029964,0.6855351267691552,1.3710702535383104,0.7430233908726244,1.4860467817452487
P. LAR EMAS,10526:CP LAHAT,REGULAR,2.5,10.040612661168577,11.073266453813217,18.634739128154212,0.538811549338985,1.3470288733474625,0.5942270711524597,1.485567677881149
Z. TE SINERGI HOLDING,10783:CP JAKABARING,REGULAR,1.5,355.69337779401,625.683422222696,619.5466999999999,1.7417999284732064,1.6500000000000001,0.9901919692855281,1.4852879539282922
O. LAR NON GADAI,10784:UPC KERTAPATI,GADAI,2,19.726622876255114,18.57647131629485,25.03103708195725,0.7880865188152496,1.5761730376304992,0.7421375013536714,1.4842750027073428
U. NASABAH TRING,10632:UPC SRIBHAWONO,REGULAR,5,104.245530915183,1271.27709559731,377,3.6164619882528823,5.5,0.2965521846540202,1.4827609232701011
T. G24,10503:CP PALEMBANG,CP,5,3281.6586652888236,44213.49649007371,13107.5,3.994169210418595,5.5,0.29645924978909416,1.4822962489454707
S.TABUNGAN EMAS,17123:UPC BRI UNIT TEMPINO,COLO,2.5,238.65138342594,294.46374395625,174.569,0.7314811986169504,1.828702996542376,0.5928369912526025,1.4820924781315061
M. NPL EMAS,10791:UPC PASAR INDRALAYA,GADAI,2.5,1.341850616897824,1.475425573517456,2.4915363967505146,0.538563521948898,1.3464088048722451,0.592175003119248,1.48043750779812
Z. TE SINERGI HOLDING,10601:CP KEDATON,CP,1.5,2914.0647904707216,5125.993747728099,5057.733100000001,1.7356282250618744,1.6500000000000001,0.9866834313330265,1.4800251469995398
R.DEPOSITO EMAS,10535:CP BATURAJA,CP,2.5,2433.53364769306,3601.3848515899035,2131,0.8756813377206204,2.189203344301551,0.5917168222272128,1.479292055568032
R.DEPOSITO EMAS,10613:UPC ALANG ALANG LEBAR,REGULAR,2.5,358.985030684549,531.261711824063,314,0.8746882826875344,2.186720706718836,0.5910457934600543,1.4776144836501357
P. LAR EMAS,17471:BRI UNIT KOTA MUARA BULIAN,COLO,3.5,11.996087446594919,13.549849968569328,32.10801241722987,0.3736166315968394,1.3076582105889378,0.42200836951521103,1.4770292933032385
U. NASABAH TRING,00709:AREA PALEMBANG,AREA,4,12097.87911117365,147533.96605417557,54403,4.496903920105564,4.4,0.3687489834037459,1.4749959336149836
V. OSL TRING,10564:CP METRO,CP,5,3453424017.7605968,7899791005.725308,2329045140,0.6744162107004427,3.3720810535022134,0.2948236400573184,1.474118200286592
I. NSBH TAHUNAN,17441:BRI UNIT SIMPANG MEMBALONG,COLO,5,305.1357377513853,600.6110865173194,177,0.580069713578466,2.90034856789233,0.29469985482010574,1.4734992741005288
K. NPL GADAI,60727:UPS ASTON VILLA,REGULAR,3,0.26092118746346243,0.30980871636511764,0.6308480106944993,0.4136038840420767,1.2408116521262302,0.49109882430167273,1.4732964729050182
Y. OSL SINERGI HOLDING,10601:CP KEDATON,REGULAR,1.5,128835986.989592,290665135.322781,285155603,2.2133226101107626,1.6500000000000001,0.9810450871011319,1.4715676306516978
U. NASABAH TRING,60717:UPS PENURUNAN,GADAI,5,72.4985994461618,884.122399585431,260,3.586276176177426,5.5,0.2940769288527416,1.470384644263708
G. NSBH BARU,17438:BRI UNIT KILOMETER 5,COLO,5,7.45012299897859,105.6176,31,4.161005127599919,20.8050256379996,0.29351168744603173,1.4675584372301587
R.DEPOSITO EMAS,10547:UPC KOBA,REGULAR,2.5,407.706854500152,603.365106982656,354,0.8682709061489865,2.170677265372466,0.5867094333152677,1.4667735832881692
O. LAR NON GADAI,10522:UPC SUDIRMAN,GADAI,2,18.419949457620717,16.947172339163465,23.109561040672766,0.7970705036414,1.5941410072828,0.7333402962235624,1.466680592447125
R.DEPOSITO EMAS,10777:UPC MUARA SABAK,REGULAR,2.5,354.050577276052,523.959217456219,307,0.8671077515589902,2.1677693788974755,0.585923464597991,1.4648086614949776
G. NSBH BARU,10795:UPC PRINGSEWU,REGULAR,5,80.686949000529,1143.8685,335,4.151848646524033,20.759243232620165,0.2928658320427567,1.4643291602137833
R.DEPOSITO EMAS,17436:BRI UNIT SUMUR BATU,COLO,2.5,94.6079195406013,140.010198172913,82,0.866735051337953,2.1668376283448825,0.5856716229965604,1.464179057491401
T. G24,10520:CP MUARAENIM,CP,5,953.037257223262,12840.186541290263,3751.5,3.936362373628757,5.5,0.2921686525297962,1.460843262648981
U. NASABAH TRING,60722:CPS JELUTUNG,REGULAR,5,179.941490516475,2194.39138956811,640,3.5567116742394838,5.5,0.29165262087815697,1.4582631043907848
R.DEPOSITO EMAS,10626:UPC M ISA,GADAI,2.5,319.746149372124,473.192117065895,276,0.8631847499711035,2.157961874927759,0.5832726075645196,1.458181518911299
U. NASABAH TRING,10756:UPC MANDALO,GADAI,5,98.9794032406801,1207.05652483218,352,3.556295435971365,5.5,0.29161848907526466,1.4580924453763233
U. NASABAH TRING,10726:UPC LUBUK TANJUNG,GADAI,5,79.360337380522,967.801481032488,282,3.5534123128515502,5.5,0.2913820711445404,1.456910355722702
R.DEPOSITO EMAS,10635:UPC SUKARAME,GADAI,2.5,299.341714760317,442.995607645991,258,0.861891234259083,2.1547280856477076,0.5823985510171792,1.4559963775429479
S.TABUNGAN EMAS,17119:UPC BRI UNIT PADANG JAYA,COLO,2.5,191.49891990975,236.28393898542,137.471,0.7178682786555017,1.7946706966387542,0.5818042503874236,1.454510625968559
R.DEPOSITO EMAS,10791:UPC PASAR INDRALAYA,GADAI,2.5,318.275345540603,471.015475438802,274,0.860889804501195,2.1522245112529874,0.5817218632673147,1.4543046581682866
T. G24,10515:UPC 36 ILIR,GADAI,5,72.3591429562572,974.888323079037,283.5,3.9179568526866384,5.5,0.29080253941765166,1.4540126970882583
I. NSBH TAHUNAN,17110:UPC BRI UNIT SEKINCAU,COLO,5,335.386476540762,567.9047803603357,165,0.4919697469672613,2.4598487348363065,0.29054166421227773,1.4527083210613887
U. NASABAH TRING,10721:UPC SIMPANG PERIUK,GADAI,5,71.7185740097108,874.609968091843,254,3.5416208912018803,5.5,0.29041516706487774,1.4520758353243888
T. G24,60690:UPS ENGGAL,GADAI,5,93.2093515496911,1255.80133643229,364.5,3.9105518270415214,5.5,0.2902529161463852,1.451264580731926
V. OSL TRING,10564:CP METRO,REGULAR,5,2329260276.94522,5328239246.37472,1546297550,0.6638577772115444,3.3192888860577217,0.2902079802539057,1.4510399012695285
R.DEPOSITO EMAS,10617:UPC PASAR KM 7,GADAI,2.5,327.350000077188,484.44505074484,281,0.8584084311401899,2.1460210778504747,0.5800451456113737,1.4501128640284342
T. G24,10519:UPC A RIVAI,GADAI,5,101.475328184054,1367.16810738141,396,3.9024264034085485,5.5,0.2896498227701304,1.4482491138506521
P. LAR EMAS,60717:UPS PENURUNAN,GADAI,2.5,7.046969901896712,7.83816304862435,13.53299797040263,0.5207249655478262,1.3018124138695655,0.579188962103358,1.447972405258395
Y. OSL SINERGI HOLDING,60705:UPS A YANI,GADAI,2.5,47755125.1396929,107739694.75009,62320000,1.304990821774669,2.75,0.5784311914430028,1.446077978607507
